"","actbillscc1","actbillscc10","actbillscc11","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc8","actbillscc9","age","age_grp","billscc","brrise","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","dfihhyr","dfihhyrchg","fihhyr2","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","forebeareffsec","forebeareffunsec","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","hscntcr1","hscntcr2","hscrchg","hsval","huresp","intmg","jbstat","mastat","mg1tot","nvesttot","pubsecty","region","saveamount","savebcs1","savebcs10","savebcs11","savebcs12","savebcs13","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savingch","sex","soc","subsid","tenure","uncert","uncertch","us","usa","usb","usc","usd","use","usg","ush","usi","usj","ustot","weight","xphpdf","xphsdf","xpmg","xpus"
"829","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",64,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£400-£499","down £50-£100","£50,000-£74,999","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","the same",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","£100,000 - £149,999","no","South East","£300-£349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","C1",22330425,"Owned outright","vague idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.931420289,"not applicable","no","not applicable","not applicable"
"830","no","no","no","no","no","no","no","yes","no","no","no",45,"45 - 54","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"<=199","down >£100","£13,500-£15,499","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable",NA,"yes","not applicable","something else","marrried or couple","not applicable","None","no","Scotland","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","C1",22331871,"Owned outright","no idea","less certain","yes","no","no","yes","yes","no","no","no","no","yes","<£200",1.03616871,"somewhat","no","not applicable","don't know"
"831","no","no","no","no","no","no","no","no","yes","no","no",58,"55 - 64","keeping up, struggle from time to time","£0-49",NA,NA,NA,NA,NA,NA,"<=199","down <£50","£13,500-£15,499","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,"no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","no","not applicable","£225,000-£249,999","yes","standard variable rate (SVR)","retired","marrried or couple","£10,000-£19,999","refused","don't know","Scotland","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","E",22334986,"Owned mortgage","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.760723442,"not applicable","no","<£100","not applicable"
"832","no","no","yes","no","no","no","no","yes","no","no","no",24,"18 - 24","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"<=199","down <£50","£4,500-£6,499","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","I would be up to date with my mortgage payments, but it would be a struggle","I would be up to date with my loan payments, but it would be a struggle","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","harder","£125,000-£149,999","yes","fixed","unemployed","never married","£50,000-£59,999","None","no","Yorkshire & Humberside","<=25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","E",22339911,"Owned mortgage","no idea","no change","yes","no","yes","no","no","no","no","no","yes","no","£6,500-£6,999",0.754740744,"somewhat","yes","<£100","£50-£59"
"833","no","no","no","no","no","no","no","yes","no","no","no",33,"25 - 34","keeping up, constant struggle",NA,"no","no","yes","no","no","no","£700-£799","down £50-£100","£25,000-£29,999","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no",NA,"I would be up to date with my loan payments, but it would be a struggle",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","yes","no","no","yes","no","the same","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","£5,000 - £5,999","no","Greater London","£300-£349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £100-£149 a month","Male","C2",22349067,"Local authority rented","no idea","no change","yes","no","yes","yes","no","no","no","no","no","no","£2,500-£2,999",1.15172557,"somewhat","yes","not applicable","£50-£59"
"834","no","no","no","no","no","no","no","yes","yes","no","no",34,"25 - 34","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"<=199","don't know","£30,000-£39,999","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","yes","don't know","£150,000-£174,999","yes","fixed","in paid employ","marrried or couple","£80,000-£89,999","<£500","no","East Midlands","£25-£49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",22358486,"Owned mortgage","no idea","less certain","yes","no","no","yes","yes","no","no","no","no","no","£500-£999",0.858811931,"heavy","yes","£500-£549","£200-£219"
"835","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",34,"25 - 34","keeping up without much difficulty","£1500 or more",NA,NA,NA,NA,NA,NA,"£3,000-£3,999","down >£100",">=£100,000","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no",NA,NA,"Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",NA,NA,NA,NA,NA,"no","no","the same","£225,000-£249,999","yes","standard variable rate (SVR)","in paid employ","marrried or couple","£80,000-£89,999","£100,000 - £149,999","no","Greater London","£1,000-£1,499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","A",22363174,"Owned mortgage","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",1.10949005,"not applicable","no","£600-£649","not applicable"
"836","no","no","no","no","no","no","no","yes","no","no","no",42,"35 - 44","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"<=199","down £50-£100","£17,500-£24,999","no","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no",NA,NA,NA,NA,NA,NA,"no","yes","no","yes","yes","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","harder","£125,000-£149,999","yes","fixed","long-term sick/disab","marrried or couple","£30,000-£39,999","None","yes","North West","none","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","Increase by less than £50 a month","Male","C1",22372546,"Owned mortgage","vague idea","less certain","yes","no","no","yes","yes","no","no","yes","no","no","£7,000-£7,499",0.972973138,"somewhat","no","£500-£549","£140-£159"
"837","no","no","yes","no","no","no","yes","yes","no","no","no",39,"35 - 44","have financial problems, fallen behind with many","£0-49",NA,NA,NA,NA,NA,NA,"<=199","down >£100","£15,500-£17,499","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments","I would be behind on my loan payments","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","harder","£150,000-£174,999","yes","standard variable rate (SVR)","unemployed","never married","£150,000-£169,999","None","no","South East","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","E",22377950,"Owned mortgage","no idea","less certain","yes","no","yes","yes","no","no","no","no","no","no",">=£30,000",0.855964729,"heavy","yes","£550-£599","£60-£69"
"838","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",41,"35 - 44","don't know",NA,NA,NA,NA,NA,NA,NA,"<=199","refused","£17,500-£24,999","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes","don't know","don't know","don't know","don't know","don't know","no","no","not applicable","£150,000-£174,999","yes","fixed","in paid employ","marrried or couple","£50,000-£59,999","None","no","Yorkshire & Humberside","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","C2",22395120,"Owned mortgage","no idea","don't know","yes","no","no","yes","no","no","no","no","no","no","<£200",1.02050057,"no","no","£400-£449","<£10"
"839","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",44,"35 - 44","keeping up without much difficulty","Dont know",NA,NA,NA,NA,NA,NA,"£900-£999","up >£100","£50,000-£74,999","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","yes","no","yes","no","no","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","yes","not applicable","£225,000-£249,999","yes","base rate tracker","something else","marrried or couple","£40,000-£49,999","None","don't know","South East","don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","C1",22398799,"Owned mortgage","good idea","more certain","no","no","no","no","no","no","no","no","no","no","not applicable",0.867796252,"not applicable","no","£850-£899","not applicable"
"840","no","no","no","no","no","no","no","yes","no","no","no",32,"25 - 34","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"£200-£299","down £50-£100","£30,000-£39,999","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","refused","yes","South West","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","C1",22412451,"Private rented","vague idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",1.03667119,"not applicable","no","not applicable","not applicable"
"841","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",62,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£900-£999","down <£50","£11,500-£13,499","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","the same",NA,"yes","not applicable","retired","marrried or couple","not applicable","£30,000 - £34,999","no","Scotland","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","E",22417819,"Owned outright","no idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.835864952,"not applicable","no","not applicable","not applicable"
"842","no","no","no","no","no","no","no","yes","no","no","no",26,"25 - 34","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"£800-£899","up >£100","£40,000-£49,999","no","no","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","£40,000 - £44,999","yes","South East","150-£199","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","Increase by £150-£199 a month","Female","C1",22418097,"Private rented","no idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.950982269,"not applicable","no","not applicable","not applicable"
"843","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",41,"35 - 44","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£200-£299","down >£100","£17,500-£24,999","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","None","yes","North West","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","D",22419830,"Private rented","good idea","no change","yes","no","no","yes","no","no","no","no","no","no","<£200",1.11148442,"no","no","not applicable","£20-£29"
"844","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",69,"65+","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"<=199","down <£50","£11,500-£13,499","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable",NA,"yes","not applicable","retired","marrried or couple","not applicable","£45,000 - £49,999","no","West Midlands","£25-£49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","E",22438521,"Owned outright","good idea","no change","yes","no","no","yes","no","no","no","no","no","no","<£200",0.930141114,"no","no","not applicable","£160-£179"
"845","no","no","no","no","no","no","no","yes","yes","no","no",40,"35 - 44","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"don't know","down >£100","don't know","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","don't know","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","£1,000 - £1,999","don't know","East Anglia","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","C1",22443663,"Local authority rented","don't know","less certain","yes","no","no","yes","no","no","no","no","no","yes","£500-£999",0.882853658,"somewhat","don't know","not applicable","£100-£119"
"846","no","no","yes","no","no","no","no","yes","yes","no","no",34,"25 - 34","keeping up, struggle from time to time","£50-99","no","yes","yes","no","yes","no","£1,000-£1,199","down >£100","£50,000-£74,999","yes","no","yes","no","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","refused","refused","refused","refused","refused","refused","no","no","no","yes","no","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","don't know","don't know","£150,000-£174,999","yes","base rate tracker","something else","marrried or couple","£100,000-£109,999","£50,000 - £74,999","no","Greater London","£300-£349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £150-£199 a month","Female","C1",22453265,"Owned mortgage","vague idea","less certain","yes","no","no","no","no","no","no","no","yes","no","£15,000-£19,999",0.875498265,"heavy","yes","£850-£899","£100-£119"
